"Ramo" "(*) Siniestralidad Incurrida Real (%)" "Siniestralidad Incurrida Presupuesto (%)" "(*) Siniestralidad Incurrida sin IBNR Real (%)" "Siniestralidad Incurrida sin IBNR Presupuesto (%)" "(*) Siniestralidad Incurrida Rolling 12 Real (%)" "Siniestralidad Incurrida Rolling 12 Presupuesto (%)" "Persistencia (%)" "Persistencia Rolling 12 (%)" "Comisiones sobre Devengada Real (%)" "Comisiones sobre Devengada Presupuesto (%)" "Comisiones sobre Cobrado Real (%)" "Comisiones sobre Cobrado Presupuesto (%)" "fecha" "cuentas_esp" "centro"
"297" "RESPONSABILIDAD CIVIL DE VEHICULOS" 41.0774572286755 28.2782295728102 347.686948534101 154.167996696196 108.392173424363 193.315765913576 62.4841277953237 91.5906176436692 71.7111546080559 265.5009213835 184.797349479049 9.94014581665397 2019-10-24 "Cuenta 4" "Centro 5"
"298" "RESPONSABILIDAD CIVIL DE VEHICULOS" 30.6168660055846 48.7991487011313 274.842655938119 95.0061954092234 31.1669440474361 185.993958031759 11.7434312589467 47.5970125989988 159.665405843407 246.658732672222 205.442954227328 140.624934900552 2019-10-25 "Cuenta 4" "Centro 3"
"299" "RESPONSABILIDAD CIVIL DE VEHICULOS" 95.9578923881054 83.7469401888084 255.375394783914 289.412172068842 70.0896101072431 90.3038734570146 10.8220747672021 25.8337142178789 31.3737333752215 238.918792759068 39.5822210237384 100.861623231322 2019-10-26 "Cuenta 5" "Centro 2"
"300" "AUTOMOVIL" 25.7769335992634 45.4819389709737 322.093660198152 7.39971022121608 89.3675494939089 171.015789126977 22.1626127604395 31.6976248286664 16.4526794571429 136.919953697361 288.684012275189 99.1499049589038 2019-10-27 "Cuenta 3" "Centro 5"
"301" "AUTOMOVIL CASCO FLOTA" 199.07927820459 59.9533740936313 152.008857764304 69.9102313723415 130.456615751609 1.9895825535059 53.8427460705861 18.0924766231328 18.4959608595818 173.811765317805 360.252551548183 63.8857281301171 2019-10-28 "Cuenta 1" "Centro 1"
"302" "AUTOMOVIL" 166.172642074525 8.95546864671633 206.867614295334 106.594915967435 125.312995770946 76.6578925773501 23.6535822274163 53.56648825109 14.2049989197403 245.196564146318 222.612036112696 151.815076032653 2019-10-29 "Cuenta 4" "Centro 3"
"303" "AUTOMOVIL CASCO FLOTA" 165.936570009217 3.01799425529316 369.542250689119 108.337680087425 67.3898383043706 12.2809279710054 31.1757541727275 1.07064119074494 163.034589029849 58.0607972340658 269.812067225575 114.971798518673 2019-10-30 "Cuenta 4" "Centro 3"
"304" "AUTOMOVIL" 50.2607819624245 51.1338067676406 46.539044380188 146.265328419395 166.219236981124 140.622123982757 14.8953354451805 94.0619519678876 12.8581538796425 211.71230119653 186.868914682418 15.8458174206316 2019-10-31 "Cuenta 4" "Centro 4"
"305" "AUTOMOVIL" 28.3725186251104 49.0705495751463 70.8424950949848 243.644449696876 76.6011852305382 106.815828802064 11.1431879457086 16.9733199290931 72.5374911446124 110.380959114991 208.719925116748 28.1226365361363 2019-11-01 "Cuenta 5" "Centro 1"
"306" "AUTOMOVIL CASCO FLOTA" 34.9297084845603 41.7651216299273 370.899110287428 262.691196799278 32.838018424809 49.1399369668216 54.5773637713864 19.8224069084972 47.4645985756069 287.937850481831 270.709347072989 59.175113029778 2019-11-02 "Cuenta 4" "Centro 1"
"307" "RESPONSABILIDAD CIVIL DE VEHICULOS" 31.1165104620159 31.3378024380654 208.38125795126 33.4566721692681 116.687028715387 188.751515420154 97.3583217943087 16.1668729269877 56.6803228110075 156.42029447481 132.830736320466 143.384555727243 2019-11-03 "Cuenta 3" "Centro 2"
"308" "AUTOMOVIL CASCO FLOTA" 8.70387307368219 54.5306470568758 355.861167423427 151.975009194575 150.10540811345 47.1423626877367 24.1074061254039 92.6103566074744 81.770109012723 47.0509327948093 398.747076839209 0.793197145685554 2019-11-04 "Cuenta 1" "Centro 3"
"309" "RESPONSABILIDAD CIVIL DE VEHICULOS" 65.1413433253765 57.1869645656552 195.58962630108 100.93640377745 72.00070139952 127.620106888935 69.9748717015609 68.6804698780179 160.946858813986 269.159715296701 323.24479399249 141.381399333477 2019-11-05 "Cuenta 3" "Centro 3"
"310" "AUTOMOVIL" 13.4348814375699 7.55602845060639 315.270851831883 269.99347473029 41.1762328352779 49.8008764814585 99.0261315600947 35.7598742935807 134.269883856177 52.6737009873614 111.56565733254 73.7706568557769 2019-11-06 "Cuenta 2" "Centro 2"
"311" "AUTOMOVIL" 13.3904804009944 50.8105050653685 50.0616507604718 181.726383604109 31.5137773286551 159.361836966127 89.8458024021238 50.3694355953485 24.0142052993178 120.507347630337 81.2193907797337 22.7088827639818 2019-11-07 "Cuenta 3" "Centro 1"
"312" "AUTOMOVIL" 73.9480339922011 13.7108907487709 380.690815113485 128.043438820168 46.119452919811 89.4446992315352 66.2605014164001 3.59145514667034 143.343073222786 82.2236648295075 101.416008360684 108.194961585104 2019-11-08 "Cuenta 3" "Centro 3"
"313" "AUTOMOVIL" 48.5058125574142 34.7162148721982 107.250436861068 36.0379953403026 187.821765756235 119.689629459754 16.4219807367772 76.83893321082 29.6089549548924 190.059347008355 16.9591847807169 138.162181992084 2019-11-09 "Cuenta 4" "Centro 5"
"314" "AUTOMOVIL CASCO FLOTA" 125.716432137415 88.1329271132126 83.1314912997186 62.8156200516969 29.6601742040366 155.509547423571 68.270784500055 72.2139386460185 64.1886366996914 125.488735875115 223.083796072751 45.8251302596182 2019-11-10 "Cuenta 1" "Centro 1"
"315" "AUTOMOVIL CASCO FLOTA" 109.870640840381 81.0729578798637 117.989944387227 17.4190109129995 53.6768613383174 11.7144173476845 96.3007784914225 73.5602954402566 103.268941165879 185.558736696839 142.64023732394 16.8459164444357 2019-11-11 "Cuenta 2" "Centro 1"
"316" "AUTOMOVIL" 165.580603387207 35.7524252210278 42.0944727957249 89.8812584811822 25.4601297900081 2.46948995627463 22.3149460041896 31.437202822417 55.0452420488 150.319064198993 256.492197141051 20.5622212029994 2019-11-12 "Cuenta 4" "Centro 3"
"317" "AUTOMOVIL" 17.2592914663255 67.1702529755421 293.607849720865 36.3809993024915 58.636114699766 67.7447879686952 70.9519584896043 82.6774576213211 2.88452012464404 219.199868571013 210.381790809333 36.9714672677219 2019-11-13 "Cuenta 1" "Centro 2"
"318" "AUTOMOVIL" 134.584686579183 84.810705478536 248.270850721747 211.751299048774 128.368106903508 100.73785064742 96.5844731545076 88.7129944283515 143.22793232277 247.840988519602 247.802281565964 17.4140158109367 2019-11-14 "Cuenta 4" "Centro 5"
"319" "AUTOMOVIL" 42.7692893892527 5.88777064322494 368.511598277837 105.587105476297 172.620554035529 72.597336769104 27.5335430167615 71.9650098588318 1.87811539508402 61.1490887822583 97.7557023987174 175.171835999936 2019-11-15 "Cuenta 3" "Centro 5"
"320" "RESPONSABILIDAD CIVIL DE VEHICULOS" 153.849736973643 5.13552006520331 182.521884888411 288.954338477924 23.8721724133939 115.577950607985 95.0506289256737 14.3878357019275 105.749361077324 113.21209652815 298.318390734494 134.765252517536 2019-11-16 "Cuenta 2" "Centro 2"
"321" "AUTOMOVIL" 54.0817609988153 20.0800978387706 193.795729801059 211.681521800347 46.7515333089978 110.480200871825 66.2459512706846 54.868350061588 5.37837333977222 202.62063278351 255.96621548757 29.2606243398041 2019-11-17 "Cuenta 3" "Centro 2"
"322" "RESPONSABILIDAD CIVIL DE VEHICULOS" 28.4153359476477 97.573283034144 68.004487734288 234.56236619968 124.413436278701 30.6269396096468 17.4993437714875 58.2841236377135 103.481195541099 97.712358715944 239.630090538412 179.048940679058 2019-11-18 "Cuenta 2" "Centro 3"
"323" "AUTOMOVIL CASCO FLOTA" 142.226301226765 93.5397696576547 151.985908206552 26.1585413245484 14.9890929926187 154.984222538769 9.56243411637843 94.5972114568576 4.65756845660508 177.627149107866 193.762651737779 96.3288449216634 2019-11-19 "Cuenta 1" "Centro 4"
"324" "AUTOMOVIL CASCO FLOTA" 192.768280068412 50.4133485932834 265.816987492144 20.9819854237139 118.313480261713 105.66171114333 80.0466931890696 43.4805418830365 91.1590314470232 70.0994085520506 224.558380525559 84.3297360930592 2019-11-20 "Cuenta 2" "Centro 4"
"325" "AUTOMOVIL CASCO FLOTA" 111.545964563265 46.7475751880556 155.38172442466 177.646563341841 186.88467242755 81.7190275527537 36.8793440051377 83.7845152942464 120.398787315935 33.6586144287139 275.327722728252 167.690975451842 2019-11-21 "Cuenta 5" "Centro 5"
"326" "AUTOMOVIL CASCO FLOTA" 178.509831754491 34.207841736963 394.16894922033 2.46432905551046 17.7642425522208 197.703720675781 24.7675191843882 24.2203067755327 142.359367525205 174.394494644366 181.695357337594 28.0787104275078 2019-11-22 "Cuenta 2" "Centro 3"
"327" "AUTOMOVIL CASCO FLOTA" 134.999210480601 42.4639606443234 274.458405934274 101.882196497172 191.75993357785 22.8293488267809 46.1443705484271 71.2048260262236 192.481569061056 196.828915528022 62.7358485013247 11.059896601364 2019-11-23 "Cuenta 5" "Centro 1"
"328" "AUTOMOVIL CASCO FLOTA" 131.944603007287 97.1574445089791 135.310489870608 198.171127494425 88.7302702758461 69.3404318299145 25.1996011007577 19.264243519865 100.630077254027 275.959881604649 394.511158112437 102.849761024117 2019-11-24 "Cuenta 3" "Centro 4"
"329" "AUTOMOVIL CASCO FLOTA" 57.594925025478 8.03495129337534 117.796453367919 283.575231651776 175.306023890153 114.890557294711 90.8958781976253 51.7275377409533 165.672059031203 292.415033723228 228.443364426494 58.1479111220688 2019-11-25 "Cuenta 4" "Centro 5"
"330" "AUTOMOVIL CASCO FLOTA" 91.5857831016183 5.11425982043147 361.219877935946 73.6876449314877 130.659750383347 67.8422248456627 72.8272683685645 2.1030131727457 112.298804661259 290.141287841834 261.431607883424 74.6284177992493 2019-11-26 "Cuenta 4" "Centro 5"
"331" "RESPONSABILIDAD CIVIL DE VEHICULOS" 83.6154705379158 70.9828266347758 187.606728263199 46.7582787852734 86.0880174674094 52.5851934216917 46.2858502054587 77.5578527478501 55.0341412890702 103.68975775782 207.198567036539 75.4846289288253 2019-11-27 "Cuenta 5" "Centro 2"
"332" "AUTOMOVIL CASCO FLOTA" 51.4523511286825 69.9345353818499 20.3964763320982 106.259112479165 88.4425050579011 87.8343023825437 73.3113837428391 43.4749973006546 108.370839757845 108.168275817297 388.247885461897 46.2135170586407 2019-11-28 "Cuenta 4" "Centro 4"
"333" "AUTOMOVIL" 194.404192408547 72.2029404381756 322.792952135205 267.531189112924 85.131407296285 13.1571048405021 15.4095344245434 74.3685425259173 156.559648923576 80.2244848106056 294.473116938025 115.842693159357 2019-11-29 "Cuenta 5" "Centro 4"
"334" "AUTOMOVIL CASCO FLOTA" 1.94155992940068 90.0726654331665 353.903670795262 179.272210272029 9.7971607465297 88.974203588441 67.0496201142669 5.64483480993658 145.463791210204 60.1521260105073 40.7810672186315 175.105239031836 2019-11-30 "Cuenta 5" "Centro 5"
"335" "AUTOMOVIL" 140.839402470738 48.3063616498839 361.068266164511 228.624104917981 189.139078883454 12.6144158653915 4.01670716237277 85.5549794854596 148.220045445487 27.4098545545712 58.2034231163561 165.671359188855 2019-12-01 "Cuenta 1" "Centro 2"
"336" "AUTOMOVIL CASCO FLOTA" 70.2899494674057 36.655472894432 63.9515846036375 10.6994587462395 34.5226308796555 148.005223926157 17.4748431658372 61.1319055315107 139.837398054078 119.128371449187 229.264388326555 67.5081266090274 2019-12-02 "Cuenta 1" "Centro 1"
"337" "AUTOMOVIL CASCO FLOTA" 45.2535840682685 12.1327635964844 281.307691056281 72.4361060885713 59.1126428451389 168.208509404212 4.33973968029022 48.5316218575463 12.2770769987255 66.9813053682446 248.934397380799 88.1027080584317 2019-12-03 "Cuenta 5" "Centro 1"
"338" "AUTOMOVIL" 118.688119435683 32.8006089252885 132.637751940638 255.569028714672 98.8700772635639 103.360285935923 61.6387691814452 18.302305531688 108.358669141307 264.064425090328 356.251942552626 151.994535978884 2019-12-04 "Cuenta 2" "Centro 4"
"339" "AUTOMOVIL" 165.223420318216 48.4585557046812 70.5125959590077 129.887579055503 53.5605177283287 92.0424342621118 99.6629154775292 8.3530796924606 154.904826590791 170.328756188974 273.731385078281 87.6554602291435 2019-12-05 "Cuenta 5" "Centro 3"
"340" "AUTOMOVIL" 54.7400627750903 36.8188496548682 153.452147822827 177.519135223702 14.282257296145 16.0782951395959 92.8895850665867 22.354702022858 85.0287854205817 212.18192295637 335.872170608491 130.406615138054 2019-12-06 "Cuenta 3" "Centro 2"
"341" "AUTOMOVIL CASCO FLOTA" 130.959570221603 73.0153584189247 128.781801927835 86.8594017578289 165.328929945827 127.869011787698 13.0683273077011 8.02993718534708 187.433503987268 230.455309571698 49.8080863617361 47.069451212883 2019-12-07 "Cuenta 5" "Centro 5"
"342" "AUTOMOVIL CASCO FLOTA" 96.5236017014831 74.814303905936 274.361287709326 109.371971385553 109.808888332918 149.104544706643 85.881585907191 24.6933546150103 135.887984512374 183.845150331035 208.903445396572 90.8515950664878 2019-12-08 "Cuenta 4" "Centro 3"
"343" "AUTOMOVIL CASCO FLOTA" 41.1151078529656 91.2351366642397 269.971914496273 194.919913611375 160.380229633301 160.785449948162 68.577235401608 71.0592464078218 16.1952157039195 275.130574568175 22.4760223180056 187.367253936827 2019-12-09 "Cuenta 1" "Centro 2"
"344" "RESPONSABILIDAD CIVIL DE VEHICULOS" 77.4611307773739 22.3491644829046 50.7177643477917 213.342767581344 21.1591508239508 106.934051029384 65.1000986108556 30.646476848051 58.9010152034461 190.139133087359 44.5701462216675 183.89517259784 2019-12-10 "Cuenta 4" "Centro 4"
"345" "AUTOMOVIL CASCO FLOTA" 157.228628732264 64.1388559322804 194.441680703312 49.8887192923576 5.75797916390002 131.491097155958 9.13716959767044 62.9510971950367 151.941038900986 235.355802602135 4.01145303621888 6.3578873872757 2019-12-11 "Cuenta 1" "Centro 3"
"346" "AUTOMOVIL CASCO FLOTA" 154.933061171323 16.7813415033743 245.09765682742 141.051350464113 68.3402893133461 70.7468825392425 71.6981906211004 3.18899801932275 9.1582752764225 63.181115523912 333.334931917489 130.06124086678 2019-12-12 "Cuenta 4" "Centro 5"
"347" "AUTOMOVIL CASCO FLOTA" 5.1897422876209 55.6121717910282 304.019947443157 244.130223593675 4.65995338745415 49.4288097601384 60.1062978152186 55.9653690317646 158.660053042695 236.742299515754 354.103751201183 49.7922950889915 2019-12-13 "Cuenta 3" "Centro 1"
"348" "RESPONSABILIDAD CIVIL DE VEHICULOS" 192.784016998485 76.8302661217749 130.76014155522 33.8168928399682 165.117303049192 133.423051703721 37.0281080482528 50.2549946308136 22.0124654471874 50.2035460202023 323.946051485837 167.154841683805 2019-12-14 "Cuenta 3" "Centro 2"
"349" "RESPONSABILIDAD CIVIL DE VEHICULOS" 107.282283483073 16.6864504679106 273.900477867573 180.394788086414 44.0967050381005 7.16099920682609 78.312430344522 33.0407388973981 63.2376356050372 283.63809522707 320.749013777822 120.376018993556 2019-12-15 "Cuenta 5" "Centro 5"
"350" "RESPONSABILIDAD CIVIL DE VEHICULOS" 127.698770957068 11.6069640696514 231.168634723872 93.0694447830319 140.140824811533 169.577586697415 50.7942451396957 58.18429752253 148.101681284606 177.377304551192 399.972970038652 75.6646265275776 2019-12-16 "Cuenta 4" "Centro 2"
"351" "AUTOMOVIL CASCO FLOTA" 92.068401677534 1.72931252978742 66.5955893695354 62.9304964095354 34.6492819488049 189.574289135635 4.34797971975058 13.7116639874876 93.9069360028952 216.15765884053 185.864768456668 112.628180719912 2019-12-17 "Cuenta 5" "Centro 1"
"352" "RESPONSABILIDAD CIVIL DE VEHICULOS" 78.1231846660376 82.6787438374013 379.291948862374 68.9386960817501 111.067782016471 199.682188779116 9.77584263309836 5.59304000344127 43.7351007945836 65.1273372815922 239.630262739956 16.3371528498828 2019-12-18 "Cuenta 5" "Centro 1"
"353" "AUTOMOVIL CASCO FLOTA" 68.2955099269748 67.0833734406624 377.52577085048 94.2728664027527 82.9924803227186 67.6893601659685 94.7877559578046 23.8105715252459 191.70088111423 55.2289201179519 183.659804426134 141.840586718172 2019-12-19 "Cuenta 3" "Centro 4"
"354" "AUTOMOVIL CASCO FLOTA" 92.1369324903935 92.5429060116876 378.74572230503 47.2063369816169 115.62592224218 24.4733253028244 37.9017213126644 39.5372958853841 6.33182004094124 279.802573076449 171.036765165627 158.563671214506 2019-12-20 "Cuenta 5" "Centro 3"
"355" "RESPONSABILIDAD CIVIL DE VEHICULOS" 54.9121771007776 28.1154455721844 375.029797106981 5.84943203721195 68.2022088207304 112.195299938321 17.6228855503723 62.7494454849511 173.496527550742 271.760452841409 238.71689029038 126.434596208856 2019-12-21 "Cuenta 5" "Centro 3"
"356" "AUTOMOVIL" 54.6803051140159 87.5106079597026 252.436186838895 72.0310937147588 174.31736974977 172.929290542379 43.7372187850997 58.9802132220939 77.3842876777053 74.8278383631259 235.729950293899 81.7634277045727 2019-12-22 "Cuenta 4" "Centro 3"
"357" "AUTOMOVIL CASCO FLOTA" 115.63589530997 68.1155016161501 233.855201117694 52.8928987216204 36.6860813926905 39.4706870429218 27.756513049826 5.01833001617342 51.8139027990401 143.790993327275 284.776521939784 50.7939358241856 2019-12-23 "Cuenta 2" "Centro 4"
"358" "AUTOMOVIL CASCO FLOTA" 19.9204366188496 90.3743335460313 67.1204432845116 95.7019243855029 127.144116768613 163.510865531862 82.9630652442575 91.6555527830496 189.550217147917 280.879393033683 41.4627572521567 144.96325510554 2019-12-24 "Cuenta 2" "Centro 2"
"359" "RESPONSABILIDAD CIVIL DE VEHICULOS" 134.808478318155 18.4469719068147 245.252783037722 201.87985568773 41.9082906097174 146.668881876394 12.5658345641568 26.6105142887682 73.2938850764185 51.3993215980008 393.707956839353 63.2484541274607 2019-12-25 "Cuenta 2" "Centro 3"
"360" "AUTOMOVIL CASCO FLOTA" 101.007592538372 6.76047948375344 223.791615199298 29.0910569485277 43.136599753052 159.208745788783 0.67593939602375 1.30700648296624 14.2096842639148 187.365029077046 375.701128225774 33.6240288801491 2019-12-26 "Cuenta 2" "Centro 3"
"361" "AUTOMOVIL" 1.18025890551507 36.7806687867269 247.10800871253 20.1383489649743 113.262344710529 76.1431890539825 23.5722350887954 17.6040606806055 111.284062964842 229.949885769747 300.881555303931 15.4759373050183 2019-12-27 "Cuenta 1" "Centro 5"
"362" "AUTOMOVIL CASCO FLOTA" 189.574318192899 13.8080813908018 333.965811226517 128.166902298108 73.4036994166672 107.669881964102 40.6377107370645 6.37310415040702 32.5676457956433 157.553041214123 55.476054828614 6.82473136112094 2019-12-28 "Cuenta 3" "Centro 1"
"363" "AUTOMOVIL" 105.773465754464 36.8903431817889 332.180858030915 45.3844984062016 84.866669587791 28.130764560774 63.6125037446618 64.8315452039242 11.1298742704093 266.239092266187 12.2620040550828 132.29596093297 2019-12-29 "Cuenta 4" "Centro 2"
"364" "RESPONSABILIDAD CIVIL DE VEHICULOS" 12.170788878575 88.9598737715278 46.3548198342323 32.3238397249952 56.7873672582209 82.9191229306161 40.4382157837972 27.5677097728476 112.880761548877 70.3893905505538 91.5568535216153 123.229740513489 2019-12-30 "Cuenta 2" "Centro 2"
"365" "RESPONSABILIDAD CIVIL DE VEHICULOS" 138.158052181825 42.0920264755841 12.201867159456 265.706780087203 90.149769699201 34.6077440306544 49.1233681794256 53.6313732154667 178.588035376742 276.912146271206 111.642590165138 96.2955221999437 2019-12-31 "Cuenta 2" "Centro 2"
